S17C1	S17C11506
S13C2	S13C113840
S13C3	S13C125268
S8C4	S8C35092
S8C5	S8C36706
S8C6	S8C155566
S16C7	S16C391548
S15C8	S15C19559
S15C8	S15C198671
S15C8	S15C116243
S15C8	S15C160333
S15C8	S15C144048
S15C8	S15C137457
S15C8	S15C163273
S15C8	S15C192126
S15C8	S15C170904
S15C8	S15C34723
S15C8	S15C9205
S15C8	S15C237564
S15C8	S15C158194
S15C8	S15C116809
S15C8	S15C62618
S15C8	S15C83401
S15C8	S15C235955
S15C8	S15C190453
S15C8	S15C23967
S15C8	S15C38937
S15C8	S15C103811
S15C8	S15C179188
S15C8	S15C166204
S15C8	S15C36899
S15C8	S15C91261
S15C8	S15C33392
S15C8	S15C149892
S15C8	S15C239780
S15C8	S15C213354
S15C8	S15C215518
S15C8	S15C240443
S15C8	S15C161925
S15C8	S15C30602
S15C8	S15C224670
S15C8	S15C5616
S15C8	S15C229057
S15C8	S15C129604
S15C8	S15C117968
S15C8	S15C197328
S15C8	S15C83050
S15C8	S15C143166
S15C8	S15C237949
S15C8	S15C206159
S15C8	S15C134449
S15C8	S15C145326
S15C8	S15C221439
S15C8	S15C184650
S15C8	S15C164220
S15C8	S15C145431
S15C8	S15C56148
S15C8	S15C135434
S15C8	S15C150864
S15C8	S15C177497
S15C8	S15C163507
S15C8	S15C148672
S15C8	S15C174009
S15C8	S15C29761
S15C8	S15C232170
S15C8	S15C238845
S15C8	S15C9260
S15C8	S15C124897
S15C8	S15C9153
S15C8	S15C164379
S15C8	S15C196828
S15C8	S15C54091
S15C8	S15C73802
S15C8	S15C239014
S15C8	S15C189354
S15C8	S15C185893
S15C8	S15C49278
S15C8	S15C185119
S15C8	S15C130944
S15C8	S15C53711
S15C8	S15C30139
S15C8	S15C68064
S15C8	S15C123684
S15C8	S15C73949
S15C8	S15C213486
S15C8	S15C179406
S15C8	S15C132973
S15C8	S15C89934
S15C8	S15C111717
S15C8	S15C109479
S15C8	S15C57051
S15C8	S15C24301
S15C8	S15C147632
S15C8	S15C197070
S15C8	S15C233169
S15C8	S15C166239
S15C8	S15C10153
S15C8	S15C49264
S15C8	S15C162978
S15C8	S15C12763
S15C8	S15C34648
S15C8	S15C47495
S15C8	S15C101091
S15C8	S15C53437
S15C8	S15C48547
S15C8	S15C113369
S15C8	S15C177955
S15C8	S15C115464
S15C8	S15C67366
S15C8	S15C83827
S15C8	S15C81744
S15C8	S15C207483
S15C8	S15C105074
S6C8	S6C34741
S6C8	S6C22144
S6C8	S6C15513
S6C8	S6C36793
S6C8	S6C21470
S6C8	S6C34120
S6C8	S6C19535
S6C8	S6C2115
S6C8	S6C24722
S6C8	S6C18153
S6C8	S6C18383
S6C8	S6C2155
S6C8	S6C25939
S6C8	S6C4380
S6C8	S6C21983
S6C8	S6C36561
S6C8	S6C18093
S6C8	S6C34299
S6C8	S6C31238
S6C8	S6C17187
S6C8	S6C4871
S6C8	S6C34635
S6C8	S6C2961
S6C8	S6C3824
S6C8	S6C32202
S6C8	S6C36326
S6C8	S6C21642
S6C8	S6C9004
S6C8	S6C2337
S6C8	S6C33306
S6C8	S6C10344
S6C8	S6C34758
S6C8	S6C25148
S6C8	S6C26074
S6C8	S6C21737
S6C8	S6C38396
S6C8	S6C23965
S6C8	S6C10224
S6C8	S6C11714
S6C8	S6C419
S6C8	S6C15945
S6C8	S6C16880
S6C8	S6C12261
S6C8	S6C36559
S6C8	S6C23018
S6C8	S6C34816
S6C8	S6C23627
S6C8	S6C6229
S6C8	S6C15191
S6C8	S6C4085
S6C8	S6C13554
S6C8	S6C10506
S6C8	S6C18657
S6C8	S6C15963
S6C8	S6C2201
S6C8	S6C7443
S6C8	S6C1870
S6C8	S6C10219
S6C8	S6C24109
S6C8	S6C17501
S6C8	S6C8288
S6C8	S6C22242
S6C8	S6C20670
S6C8	S6C8976
S6C8	S6C18513
S6C8	S6C18681
S6C8	S6C21711
S6C8	S6C3320
S6C8	S6C15177
S6C8	S6C9928
S6C8	S6C38293
S6C8	S6C30345
S6C8	S6C36602
S6C8	S6C24668
S6C8	S6C22750
S6C8	S6C8108
S6C8	S6C38562
S6C8	S6C2711
S6C8	S6C13609
S6C8	S6C1578
S6C8	S6C32154
S6C8	S6C3520
S6C8	S6C34633
S6C8	S6C36686
S6C8	S6C30176
S6C8	S6C5637
S6C8	S6C2750
S6C8	S6C25242
S6C8	S6C29781
S6C8	S6C37219
S6C8	S6C25493
S6C8	S6C17797
S6C8	S6C11597
S6C8	S6C30892
S6C8	S6C15809
S6C8	S6C24461
S6C8	S6C26523
S6C8	S6C35979
S6C8	S6C8985
S6C8	S6C3960
S6C8	S6C3214
S6C8	S6C30332
S6C8	S6C3406
S6C8	S6C17249
S6C8	S6C34154
S6C8	S6C21683
S6C8	S6C25432
S6C8	S6C27741
S6C8	S6C545
S6C8	S6C11398
S6C8	S6C23878
S6C8	S6C12192
S6C8	S6C26099
S6C8	S6C36850
S6C8	S6C6212
S6C8	S6C37020
S6C8	S6C22000
S6C8	S6C19495
S6C8	S6C26731
S6C8	S6C14455
S6C8	S6C25459
S6C8	S6C18778
S6C8	S6C9527
S6C8	S6C4146
S6C8	S6C3450
S6C8	S6C28485
S6C8	S6C16144
S17C9	S17C82943
S17C9	S17C78083
S17C9	S17C9106
S17C9	S17C16847
S17C9	S17C47262
S17C9	S17C48906
S17C9	S17C36671
S17C9	S17C84970
S17C9	S17C32354
S17C9	S17C57729
S17C9	S17C79973
S17C9	S17C13867
S17C9	S17C67649
S17C9	S17C92246
S17C9	S17C17708
S17C9	S17C27792
S17C9	S17C41003
S17C9	S17C3952
S17C9	S17C59786
S17C9	S17C51353
S17C9	S17C75406
S17C9	S17C79169
S17C9	S17C62837
S17C9	S17C25984
S17C9	S17C12002
S17C9	S17C59733
S17C9	S17C33008
S17C9	S17C35475
S17C9	S17C83505
S17C9	S17C71116
S17C9	S17C42985
S17C9	S17C39484
S17C9	S17C65709
S17C9	S17C13997
S17C9	S17C8241
S17C9	S17C50503
S17C9	S17C17733
S17C9	S17C74335
S17C9	S17C13568
S17C9	S17C58510
S17C9	S17C66579
S17C9	S17C28535
S17C9	S17C35843
S17C9	S17C19921
S17C9	S17C61368
S17C9	S17C10527
S17C9	S17C62577
S17C9	S17C45474
S17C9	S17C53212
S17C9	S17C1450
S17C9	S17C31246
S17C9	S17C75601
S17C9	S17C25870
S17C9	S17C93438
S17C9	S17C68500
S17C9	S17C25080
S17C9	S17C58194
S17C9	S17C81784
S17C9	S17C93192
S17C9	S17C57012
S17C9	S17C92553
S17C9	S17C51167
S17C9	S17C12909
S17C9	S17C53863
S17C9	S17C10586
S17C9	S17C72854
S17C9	S17C62724
S17C9	S17C77070
S17C9	S17C80534
S17C9	S17C13523
S17C9	S17C73990
S17C9	S17C90489
S17C9	S17C68785
S17C9	S17C37797
S17C9	S17C2090
S17C9	S17C91784
S17C9	S17C93348
S17C9	S17C92220
S17C9	S17C25748
S17C9	S17C20010
S17C9	S17C44843
S17C9	S17C45830
S17C9	S17C49191
S17C9	S17C45956
S17C9	S17C52332
S17C9	S17C5523
S17C9	S17C92025
S17C9	S17C16581
S17C9	S17C53019
S17C9	S17C7792
S17C9	S17C38435
S17C9	S17C9348
S17C9	S17C31918
S17C9	S17C4974
S17C9	S17C26230
S17C9	S17C77918
S17C9	S17C11421
S17C9	S17C86748
S17C9	S17C76175
S17C9	S17C36114
S17C9	S17C26378
S17C9	S17C26757
S17C9	S17C29725
S17C9	S17C46258
S17C9	S17C37273
S17C9	S17C53703
S17C9	S17C77909
S17C9	S17C45544
S17C9	S17C13919
S17C9	S17C74478
S17C9	S17C14433
S17C9	S17C50559
S17C9	S17C27531
S17C9	S17C36885
S17C9	S17C36348
S17C9	S17C30268
S17C9	S17C8696
S17C9	S17C37919
S17C9	S17C12079
S17C9	S17C8806
S17C9	S17C50814
S17C9	S17C44208
S17C9	S17C72
S17C9	S17C40693
S17C9	S17C91465
S17C9	S17C48739
S17C9	S17C56545
S17C9	S17C82690
S17C9	S17C12038
S17C9	S17C75786
S17C9	S17C10463
S17C9	S17C31483
S17C9	S17C91234
S17C9	S17C92580
S17C9	S17C22148
S17C9	S17C83079
S17C9	S17C19722
S17C9	S17C17044
S17C9	S17C41632
