S19C1	S19C162572
S7C2	S7C131008
S17C3	S17C82775
S19C4	S19C562529
S18C5	S18C8959
S18C5	S18C74874
S18C5	S18C83580
S18C5	S18C25869
S18C5	S18C28042
S18C5	S18C48240
S18C5	S18C14819
S18C5	S18C38518
S18C5	S18C65544
S18C5	S18C74069
S18C5	S18C78688
S18C5	S18C34799
S18C5	S18C27644
S18C5	S18C43346
S18C5	S18C72896
S18C5	S18C83473
S18C5	S18C13274
S18C5	S18C64336
S18C5	S18C30065
S18C5	S18C13892
S18C5	S18C15428
S18C5	S18C62920
S18C5	S18C75240
S18C5	S18C36406
S18C5	S18C83711
S18C5	S18C17332
S18C5	S18C78831
S18C5	S18C1429
S18C5	S18C5352
S18C5	S18C18951
S18C5	S18C78270
S18C5	S18C76414
S18C5	S18C33016
S18C5	S18C86176
S18C5	S18C17215
S18C5	S18C39689
S18C5	S18C38444
S18C5	S18C82620
S18C5	S18C29840
S18C5	S18C61935
S18C5	S18C16677
S18C5	S18C16634
S18C5	S18C1537
S18C5	S18C33816
S18C5	S18C25177
S18C5	S18C57150
S18C5	S18C19669
S18C5	S18C82038
S18C5	S18C44122
S18C5	S18C56851
S18C5	S18C15572
S18C5	S18C34603
S18C5	S18C27503
S18C5	S18C29890
S18C5	S18C11939
S18C5	S18C19679
S18C5	S18C40780
S18C5	S18C22503
S18C5	S18C24964
S18C5	S18C26405
S18C5	S18C78998
S18C5	S18C33530
S18C5	S18C83207
S18C5	S18C19123
S18C5	S18C53953
S18C5	S18C50381
S18C5	S18C59701
S18C5	S18C44267
S18C5	S18C63236
S18C5	S18C62660
S18C5	S18C14737
S18C5	S18C74458
S18C5	S18C18390
S18C5	S18C34032
S18C5	S18C75844
S18C5	S18C65972
S18C5	S18C26101
S18C5	S18C34954
S18C5	S18C5162
S18C5	S18C6757
S18C5	S18C1568
S18C5	S18C1927
S18C5	S18C19580
S18C5	S18C76542
S18C5	S18C59075
S18C5	S18C10541
S18C5	S18C83500
S18C5	S18C80243
S18C5	S18C40291
S18C5	S18C32882
S18C5	S18C27637
S18C5	S18C63880
S18C5	S18C63977
S18C5	S18C48430
S18C5	S18C78146
S18C5	S18C34840
S18C5	S18C28637
S18C5	S18C253
S18C5	S18C8900
S18C5	S18C64085
S18C5	S18C33101
S18C5	S18C37806
S18C5	S18C62574
S18C5	S18C48354
S18C5	S18C36284
S18C5	S18C27672
S18C5	S18C19121
S18C5	S18C27017
S18C5	S18C52376
S18C5	S18C47958
S18C5	S18C12453
S18C5	S18C62277
S18C5	S18C80842
S18C5	S18C52461
S18C5	S18C64489
S18C5	S18C76380
S18C5	S18C23131
S18C5	S18C39792
S18C5	S18C66653
S18C5	S18C40197
S18C5	S18C27914
S18C5	S18C9501
S18C5	S18C42482
S18C5	S18C68326
S18C5	S18C58668
S18C5	S18C11223
S18C5	S18C40815
S18C5	S18C9012
S18C5	S18C36625
S18C5	S18C69050
S18C5	S18C12033
S18C5	S18C16014
S18C5	S18C43340
S18C5	S18C78444
S18C5	S18C48747
S18C5	S18C21818
S18C5	S18C4956
S18C5	S18C81452
S18C5	S18C36190
S18C5	S18C38551
S18C5	S18C52704
S18C5	S18C27673
S18C5	S18C30354
S18C5	S18C68377
S18C5	S18C17186
S18C5	S18C78620
S18C5	S18C16491
S18C5	S18C26923
S18C5	S18C80834
S18C5	S18C53446
S18C5	S18C9130
S18C5	S18C42542
S18C5	S18C35319
S18C5	S18C70692
S18C5	S18C79978
S18C5	S18C23270
S18C5	S18C2026
S18C5	S18C36216
S18C5	S18C76399
S18C5	S18C82652
S18C5	S18C35651
S18C5	S18C6877
S18C5	S18C78278
S18C5	S18C39362
S18C5	S18C14976
S18C5	S18C8126
S18C5	S18C63003
S18C5	S18C70788
S18C5	S18C15453
S18C5	S18C13703
S18C5	S18C7101
S18C5	S18C72391
S18C5	S18C44834
S18C5	S18C19199
S18C5	S18C1970
S18C5	S18C30387
S18C5	S18C10102
S18C5	S18C32905
S18C5	S18C39186
S18C5	S18C56672
S18C5	S18C59444
S18C5	S18C1065
S18C5	S18C51201
S18C5	S18C74125
S18C5	S18C57587
S18C5	S18C51793
S18C5	S18C2860
S18C5	S18C9634
S18C5	S18C78815
S18C5	S18C54331
S18C5	S18C47668
S18C5	S18C47140
S18C5	S18C25944
S18C5	S18C49159
S18C5	S18C57995
S18C5	S18C34447
S18C5	S18C33355
S18C5	S18C19956
S18C5	S18C17975
S18C5	S18C57216
S18C5	S18C66691
S18C5	S18C18231
S18C5	S18C15901
S18C5	S18C26613
S18C5	S18C45469
S18C5	S18C60261
S18C5	S18C77522
S18C5	S18C32640
S18C5	S18C82983
S18C5	S18C42968
S18C5	S18C39772
S18C5	S18C67702
S18C5	S18C5222
S18C5	S18C11452
S18C5	S18C70716
S18C5	S18C76898
S18C5	S18C16471
S18C5	S18C29567
S18C5	S18C54303
S18C5	S18C14224
S18C5	S18C53926
S18C5	S18C26361
S18C5	S18C38014
S18C5	S18C58392
S18C5	S18C84436
S18C5	S18C11773
S18C5	S18C66364
S18C5	S18C29314
S18C5	S18C86093
S18C5	S18C48103
S18C5	S18C62592
S18C5	S18C38739
S18C5	S18C57128
S18C5	S18C24337
S18C5	S18C2603
S18C5	S18C34976
S18C5	S18C40700
S18C5	S18C27946
S18C5	S18C35663
S18C5	S18C85712
S18C5	S18C16366
S18C5	S18C33414
S18C5	S18C5474
S18C5	S18C50772
S18C5	S18C74935
S18C5	S18C61288
S18C5	S18C20215
S18C5	S18C76372
S18C5	S18C14139
S18C5	S18C78296
S18C5	S18C28749
S18C5	S18C13436
S18C5	S18C20643
S18C5	S18C4934
S18C5	S18C49647
S18C5	S18C33987
S18C5	S18C46204
S18C5	S18C5301
S18C5	S18C59511
S18C5	S18C71612
S18C5	S18C47271
S18C5	S18C4844
S18C5	S18C50712
S18C5	S18C66821
S18C5	S18C61165
S18C5	S18C1171
S18C5	S18C78756
S18C5	S18C56725
S18C5	S18C45839
S18C5	S18C54476
S18C5	S18C54583
S18C5	S18C77833
S18C5	S18C13394
S18C5	S18C81032
S18C5	S18C66620
S18C5	S18C79880
