S8C1	S8C167726
S14C2	S14C85663
S19C3	S19C297298
S7C4	S7C316695
S7C5	S7C3645
S7C5	S7C240589
S7C5	S7C238861
S7C5	S7C32040
S7C5	S7C74969
S7C5	S7C129555
S7C5	S7C211824
S7C5	S7C1774
S7C5	S7C300558
S7C5	S7C169858
S7C5	S7C197625
S7C5	S7C193074
S7C5	S7C179249
S7C5	S7C47601
S7C5	S7C42517
S7C5	S7C117861
S7C5	S7C234997
S7C5	S7C273786
S7C5	S7C142424
S7C5	S7C73154
S7C5	S7C113152
S7C5	S7C93724
S7C5	S7C302852
S7C5	S7C63944
S7C5	S7C40422
S7C5	S7C326240
S7C5	S7C331437
S7C5	S7C267795
S7C5	S7C229877
S7C5	S7C117341
S7C5	S7C157438
S7C5	S7C94031
S7C5	S7C28529
S7C5	S7C117755
S7C5	S7C120999
S7C5	S7C178711
S7C5	S7C161193
S7C5	S7C60137
S7C5	S7C244434
S7C5	S7C233344
S7C5	S7C151416
S7C5	S7C160314
S7C5	S7C13065
S7C5	S7C313660
S7C5	S7C86023
S7C5	S7C111341
S7C5	S7C218134
S7C5	S7C307136
S7C5	S7C85002
S7C5	S7C321677
S7C5	S7C144735
S7C5	S7C252326
S7C5	S7C86149
S7C5	S7C1437
S7C5	S7C120427
S7C5	S7C190414
S7C5	S7C161070
S7C5	S7C179683
S7C5	S7C245385
S7C5	S7C40764
S7C5	S7C230315
S7C5	S7C196276
S7C5	S7C305107
S7C5	S7C58891
S7C5	S7C151951
S7C5	S7C313266
S7C5	S7C200920
S7C5	S7C30061
S7C5	S7C105592
S7C5	S7C132614
S7C5	S7C36285
S7C5	S7C5321
S7C5	S7C169271
S7C5	S7C177631
S7C5	S7C268031
S7C5	S7C1754
S7C5	S7C127535
S7C5	S7C220902
S7C5	S7C124419
S7C5	S7C102376
S7C5	S7C126967
S7C5	S7C203687
S7C5	S7C317541
S7C5	S7C322690
S7C5	S7C273760
S7C5	S7C62160
S7C5	S7C290342
S7C5	S7C81294
S7C5	S7C311545
S7C5	S7C29831
S7C5	S7C59473
S7C5	S7C305134
S7C5	S7C292556
S7C5	S7C192653
S7C5	S7C338410
S7C5	S7C216252
S7C5	S7C312404
S7C5	S7C325175
S7C5	S7C45476
S7C5	S7C335747
S7C5	S7C293560
S7C5	S7C287420
S7C5	S7C82237
S7C5	S7C280840
S7C5	S7C202975
S7C5	S7C193153
S7C5	S7C133251
S7C5	S7C309955
S7C5	S7C240191
S7C5	S7C170601
S7C5	S7C243053
S7C5	S7C66190
S7C5	S7C267944
S7C5	S7C317605
S7C5	S7C308686
S7C5	S7C65139
S7C5	S7C11328
S7C5	S7C59392
S7C5	S7C193347
S7C5	S7C255226
S7C5	S7C145242
S7C5	S7C80470
S7C5	S7C4816
S7C5	S7C91955
S7C5	S7C235457
S7C5	S7C240830
S7C5	S7C256975
S7C5	S7C132405
S7C5	S7C25743
S7C5	S7C285055
S7C5	S7C285278
S7C5	S7C227109
S7C5	S7C167997
S7C5	S7C164153
S7C5	S7C283832
S7C5	S7C113175
S7C5	S7C195034
S7C5	S7C272174
S7C5	S7C261242
S7C5	S7C255908
S7C5	S7C61933
S7C5	S7C110292
S7C5	S7C57678
S7C5	S7C342999
S7C5	S7C62361
S7C5	S7C186463
S7C5	S7C247385
S7C5	S7C86936
S7C5	S7C292256
S7C5	S7C103561
S7C5	S7C233470
S7C5	S7C203434
S7C5	S7C321629
S7C5	S7C121506
S7C5	S7C339529
S7C5	S7C272978
S7C5	S7C95817
S7C5	S7C208262
S7C5	S7C308426
S7C5	S7C73788
S7C5	S7C305998
S7C5	S7C146749
S7C5	S7C184575
S7C5	S7C305878
S7C5	S7C92045
S7C5	S7C59350
S7C5	S7C229326
S7C5	S7C23792
S7C5	S7C65734
S7C5	S7C84176
S7C5	S7C167388
S7C5	S7C27742
S7C5	S7C203189
S7C5	S7C277274
S7C5	S7C246611
S7C5	S7C186549
S7C5	S7C105426
S7C5	S7C94148
S7C5	S7C323417
S7C5	S7C333013
S7C5	S7C63811
S7C5	S7C28841
S7C5	S7C267819
S7C5	S7C245067
S7C5	S7C298567
S7C5	S7C96265
S7C5	S7C72504
S7C5	S7C251056
S7C5	S7C251752
S7C5	S7C185473
S7C5	S7C340765
S7C5	S7C225577
S7C5	S7C323086
S7C5	S7C195296
S7C5	S7C196712
S7C5	S7C313830
S7C5	S7C105489
S7C5	S7C137164
S7C5	S7C301328
S7C5	S7C22997
S7C5	S7C20476
S7C5	S7C243918
S7C5	S7C62003
S7C5	S7C339844
S7C5	S7C245473
S7C5	S7C88442
S7C5	S7C227675
S7C5	S7C202358
S7C5	S7C146239
S7C5	S7C27180
S7C5	S7C53664
S7C5	S7C127691
S7C5	S7C266602
S7C5	S7C49183
S13C6	S13C37988
S14C7	S14C35049
S16C8	S16C662541
S15C9	S15C154131
S19C10	S19C331237
S19C10	S19C524658
S19C10	S19C6118
S19C10	S19C401569
S19C10	S19C314534
S19C10	S19C487746
S19C10	S19C503128
S19C10	S19C138672
S19C10	S19C670191
S19C10	S19C367608
S19C10	S19C423021
S19C10	S19C631426
S19C10	S19C158464
S19C10	S19C244129
S19C10	S19C30881
S19C10	S19C60778
S19C10	S19C6525
S19C10	S19C614732
S19C10	S19C157262
S19C10	S19C667088
S19C10	S19C614221
S19C10	S19C489866
S19C10	S19C624000
S19C10	S19C487105
S19C10	S19C151719
S19C10	S19C451145
S19C10	S19C370144
S19C10	S19C530531
S19C10	S19C278491
S19C10	S19C182229
S19C10	S19C426073
S19C10	S19C562997
S19C10	S19C42197
S19C10	S19C250291
S19C10	S19C134136
S19C10	S19C102411
S19C10	S19C14224
S19C10	S19C294829
S19C10	S19C134067
S19C10	S19C353773
S19C10	S19C597907
S19C10	S19C437481
S19C10	S19C322424
S19C10	S19C504205
S19C10	S19C122890
S19C10	S19C101208
S19C10	S19C454123
S19C10	S19C31223
S19C10	S19C425281
S19C10	S19C30985
S19C10	S19C536270
S19C10	S19C429371
S19C10	S19C278520
S19C10	S19C236473
S19C10	S19C602371
S19C10	S19C32745
S19C10	S19C172444
S19C10	S19C223672
S19C10	S19C86583
S19C10	S19C154663
S19C10	S19C519158
S19C10	S19C164760
S19C10	S19C540114
S19C10	S19C494558
S19C10	S19C617593
S19C10	S19C675637
S19C10	S19C47727
S19C10	S19C602204
S19C10	S19C177652
S19C10	S19C469549
S19C10	S19C371866
S19C10	S19C648608
S19C10	S19C442880
S19C10	S19C438165
S19C10	S19C489553
S19C10	S19C347995
S19C10	S19C286632
S19C10	S19C553611
S19C10	S19C137185
S19C10	S19C590396
S19C10	S19C480938
S19C10	S19C321451
S19C10	S19C586567
S19C10	S19C105669
S19C10	S19C360449
S19C10	S19C221753
S19C10	S19C198289
S19C10	S19C451464
S19C10	S19C361149
S19C10	S19C244020
S19C10	S19C318567
S19C10	S19C496328
S19C10	S19C445580
S19C10	S19C639447
S19C10	S19C248713
S19C10	S19C427909
S19C10	S19C617714
S19C10	S19C129788
S19C10	S19C52331
S19C10	S19C542025
S19C10	S19C154459
S19C10	S19C583918
S19C10	S19C23850
S19C10	S19C148444
S19C10	S19C434591
S19C10	S19C494156
S19C10	S19C27866
S19C10	S19C498037
S19C10	S19C499170
S19C10	S19C516528
S19C10	S19C231574
S19C10	S19C108701
S19C10	S19C584309
S19C10	S19C47058
S19C10	S19C332213
S19C10	S19C71408
S19C10	S19C112068
S19C10	S19C273214
S19C10	S19C402345
S19C10	S19C452713
S19C10	S19C88002
S19C10	S19C505219
S19C10	S19C654862
S19C10	S19C294019
S19C10	S19C465845
S19C10	S19C257457
S19C10	S19C481546
S19C10	S19C340412
S19C10	S19C518380
S19C10	S19C540572
S19C10	S19C471900
S19C10	S19C100985
S19C10	S19C253058
S19C10	S19C85904
S19C10	S19C542374
S19C10	S19C177224
S19C10	S19C592642
S19C10	S19C674834
S19C10	S19C221508
S19C10	S19C245767
S19C10	S19C38421
S19C10	S19C237525
S19C10	S19C294931
S19C10	S19C612464
S19C10	S19C554303
S19C10	S19C581720
S19C10	S19C638305
S19C10	S19C116633
S19C10	S19C538506
S19C10	S19C21659
S19C10	S19C537672
S19C10	S19C673652
S19C10	S19C102382
S19C10	S19C366244
S19C10	S19C494962
S19C10	S19C589848
S19C10	S19C635814
S19C10	S19C475564
S19C10	S19C302318
S19C10	S19C409399
S19C10	S19C603695
S19C10	S19C194537
S19C10	S19C602127
S19C10	S19C44994
S19C10	S19C294294
S19C10	S19C239410
S19C10	S19C512097
S19C10	S19C204623
S19C10	S19C546676
S19C10	S19C645399
S19C10	S19C642089
S19C10	S19C536515
S19C10	S19C257330
S19C10	S19C44057
S19C10	S19C112235
S19C10	S19C6195
S19C10	S19C466739
S19C10	S19C612032
S19C10	S19C552641
S19C10	S19C638215
S19C10	S19C448444
S19C10	S19C391759
S19C10	S19C490623
S19C10	S19C348104
S19C10	S19C89157
S19C10	S19C343421
S19C10	S19C4732
S19C10	S19C273762
S19C10	S19C409906
S19C10	S19C188041
S19C10	S19C511616
S19C10	S19C411365
S19C10	S19C540496
S19C10	S19C230486
S19C10	S19C209771
S19C10	S19C485524
S19C10	S19C187582
S19C10	S19C272781
S19C10	S19C204772
S19C10	S19C644165
S19C10	S19C50554
S19C10	S19C261051
S19C10	S19C279579
S19C10	S19C520726
S19C10	S19C431659
S19C10	S19C6309
S19C10	S19C63862
S19C10	S19C494994
S19C10	S19C540722
S19C10	S19C450809
S19C10	S19C162125
S19C10	S19C589534
S19C10	S19C616624
S19C10	S19C529458
S19C10	S19C617120
S19C10	S19C523810
S19C10	S19C242732
S19C10	S19C383866
S19C10	S19C267523
S19C10	S19C14028
S19C10	S19C267251
S19C10	S19C636056
S19C10	S19C127724
S19C10	S19C679152
S19C10	S19C588302
S19C10	S19C633976
S19C10	S19C196527
S19C10	S19C594359
S19C10	S19C280916
S19C10	S19C605414
S19C10	S19C566280
S19C10	S19C39785
S19C10	S19C231859
S19C10	S19C508975
S19C10	S19C678151
S19C10	S19C461467
S19C10	S19C488302
S19C10	S19C558721
S19C10	S19C184499
S7C10	S7C264744
S7C10	S7C237224
S7C10	S7C101855
S7C10	S7C229852
S7C10	S7C250617
S7C10	S7C290258
S7C10	S7C57694
S7C10	S7C48618
S7C10	S7C202074
S7C10	S7C256911
S7C10	S7C94903
S7C10	S7C154678
S7C10	S7C106004
S7C10	S7C114013
S7C10	S7C35962
S7C10	S7C150019
S7C10	S7C4200
S7C10	S7C172023
S7C10	S7C80046
S7C10	S7C265633
S7C10	S7C121810
S7C10	S7C313221
S7C10	S7C189072
S7C10	S7C127291
S7C10	S7C181021
S7C10	S7C81932
S7C10	S7C249202
S7C10	S7C322685
S7C10	S7C175273
S7C10	S7C147219
S7C10	S7C233919
S7C10	S7C119587
S7C10	S7C166131
S7C10	S7C3938
S7C10	S7C252469
S7C10	S7C145580
S7C10	S7C80743
S7C10	S7C175048
S7C10	S7C79724
S7C10	S7C151264
S7C10	S7C270937
S7C10	S7C179842
S7C10	S7C147160
S7C10	S7C50450
S7C10	S7C55097
S7C10	S7C102324
S7C10	S7C1187
S7C10	S7C178441
S7C10	S7C31877
S7C10	S7C200669
S7C10	S7C310759
S7C10	S7C142985
S7C10	S7C129258
S7C10	S7C230471
S7C10	S7C196819
S7C10	S7C34671
S7C10	S7C294163
S7C10	S7C43312
S7C10	S7C156976
S7C10	S7C255801
S7C10	S7C104856
S7C10	S7C39562
S7C10	S7C132672
S7C10	S7C27365
S7C10	S7C133716
S7C10	S7C183420
S7C10	S7C5376
S7C10	S7C144906
S7C10	S7C128746
S7C10	S7C197620
S7C10	S7C11914
S7C10	S7C105404
S7C10	S7C160857
S7C10	S7C158013
S7C10	S7C108884
S7C10	S7C179279
S7C10	S7C289149
S7C10	S7C71352
S7C10	S7C90730
S7C10	S7C197183
S7C10	S7C21055
S7C10	S7C235844
S7C10	S7C87721
S7C10	S7C2804
S7C10	S7C176155
S7C10	S7C7450
S7C10	S7C171940
S7C10	S7C323517
S7C10	S7C136254
S7C10	S7C308722
S7C10	S7C315443
S7C10	S7C87958
S7C10	S7C186449
S7C10	S7C301128
S7C10	S7C73746
S7C10	S7C87618
S7C10	S7C24560
S7C10	S7C255355
S7C10	S7C200190
S7C10	S7C10575
S7C10	S7C150827
S7C10	S7C67323
S7C10	S7C331649
S7C10	S7C289495
S7C10	S7C232652
S7C10	S7C184638
S7C10	S7C99196
S7C10	S7C344041
S7C10	S7C6588
S7C10	S7C223347
S7C10	S7C35242
S7C10	S7C166433
S7C10	S7C58053
S7C10	S7C255700
S7C10	S7C183573
S7C10	S7C270084
S7C10	S7C115035
S7C10	S7C93042
S7C10	S7C170091
S7C10	S7C259962
S7C10	S7C49354
S7C10	S7C150887
S7C10	S7C60750
S7C10	S7C128728
S7C10	S7C247029
S7C10	S7C277768
S7C10	S7C129216
S7C10	S7C227756
S7C10	S7C75437
S7C10	S7C182874
S7C10	S7C309973
S7C10	S7C145295
S7C10	S7C5911
S7C10	S7C314496
S7C10	S7C178586
S7C10	S7C47712
S7C10	S7C314997
S7C10	S7C200267
S7C10	S7C58301
S7C10	S7C198944
S7C10	S7C220150
S7C10	S7C346405
S7C10	S7C206690
S7C10	S7C95305
S7C10	S7C274272
S7C10	S7C88688
S7C10	S7C311246
S7C10	S7C182363
S7C10	S7C47633
S7C10	S7C313484
S7C10	S7C249560
S7C10	S7C49407
S7C10	S7C332528
S7C10	S7C64949
S7C10	S7C270776
S7C10	S7C126293
S7C10	S7C41014
S7C10	S7C255989
S7C10	S7C159157
S7C10	S7C5183
S7C10	S7C87354
S7C10	S7C246806
S7C10	S7C153313
S7C10	S7C300546
S7C10	S7C147957
S7C10	S7C306298
S7C10	S7C117922
S7C10	S7C4916
S7C10	S7C303777
S7C10	S7C121220
S7C10	S7C164042
S7C10	S7C348578
S7C10	S7C287654
S7C10	S7C6204
S7C10	S7C8460
S7C10	S7C99561
S7C10	S7C114256
S7C10	S7C245837
S7C10	S7C348825
S7C10	S7C325669
S7C10	S7C320128
S7C10	S7C275256
S7C10	S7C234872
S7C10	S7C17780
S7C10	S7C293187
S7C10	S7C182233
S7C10	S7C11007
S7C10	S7C182028
S7C10	S7C5565
S7C10	S7C213422
S7C10	S7C286175
S7C10	S7C167979
S7C10	S7C341703
S7C10	S7C161989
S7C10	S7C265409
S7C10	S7C67337
S7C10	S7C102982
S7C10	S7C204453
S7C10	S7C123186
S7C10	S7C136954
S7C10	S7C142860
S7C10	S7C279635
S7C10	S7C45589
S7C10	S7C197695
S7C10	S7C157728
S7C10	S7C109693
S7C10	S7C260125
S7C10	S7C211852
S7C10	S7C169612
S7C10	S7C297057
S7C10	S7C80481
S7C10	S7C326944
S7C10	S7C34307
S7C10	S7C180528
S7C10	S7C167398
S7C10	S7C162140
S7C10	S7C297482
S7C10	S7C77763
S7C10	S7C63569
S7C10	S7C221040
S7C10	S7C96856
S7C10	S7C273800
S7C10	S7C327411
S7C10	S7C111447
S7C10	S7C270806
S7C10	S7C89839
S7C10	S7C240767
S7C10	S7C343926
S7C10	S7C61698
S7C10	S7C271205
S7C10	S7C43453
S7C10	S7C171956
S7C10	S7C66053
S7C10	S7C278034
S7C10	S7C305314
S7C10	S7C52229
S7C10	S7C64152
S7C10	S7C155488
S7C10	S7C195233
S7C10	S7C225959
S18C10	S18C79220
S18C10	S18C10287
S18C10	S18C24461
S18C10	S18C35287
S18C10	S18C31051
S18C10	S18C80611
S18C10	S18C64334
S18C10	S18C48662
S18C10	S18C48437
S18C10	S18C40129
S18C10	S18C23540
S18C10	S18C13827
S18C10	S18C2189
S18C10	S18C39424
S18C10	S18C33353
S18C10	S18C7807
S18C10	S18C58598
S18C10	S18C65631
S18C10	S18C30192
S18C10	S18C54314
S18C10	S18C30964
S18C10	S18C78888
S18C10	S18C16791
S18C10	S18C22130
S18C10	S18C28340
S18C10	S18C67269
S18C10	S18C86048
S18C10	S18C72307
S18C10	S18C54038
S18C10	S18C11584
S18C10	S18C16385
S18C10	S18C3090
S18C10	S18C83995
S18C10	S18C36066
S18C10	S18C73585
S18C10	S18C62617
S18C10	S18C77382
S18C10	S18C33510
S18C10	S18C30772
S18C10	S18C83896
S18C10	S18C51917
S18C10	S18C23702
S18C10	S18C31210
S18C10	S18C45722
S18C10	S18C74896
S18C10	S18C836
S18C10	S18C19908
S18C10	S18C1296
S18C10	S18C46903
S18C10	S18C57418
S18C10	S18C68087
S18C10	S18C21341
S18C10	S18C64644
S18C10	S18C32744
S18C10	S18C68162
S18C10	S18C76547
S18C10	S18C7865
S18C10	S18C55979
S18C10	S18C30931
S18C10	S18C7773
S18C10	S18C5659
S18C10	S18C51565
S18C10	S18C34098
S18C10	S18C71867
S18C10	S18C75421
S18C10	S18C52776
S18C10	S18C47973
S18C10	S18C31749
S18C10	S18C34777
S18C10	S18C45215
S18C10	S18C8108
S18C10	S18C69197
S18C10	S18C83712
S18C10	S18C33041
S18C10	S18C42576
S18C10	S18C14041
S18C10	S18C46717
S18C10	S18C75792
S18C10	S18C8321
S18C10	S18C69246
S18C10	S18C34283
S18C10	S18C67430
S18C10	S18C43535
S18C10	S18C53401
S18C10	S18C38727
S18C10	S18C35815
S18C10	S18C41617
S18C10	S18C55072
S18C10	S18C19424
S18C10	S18C25960
S18C10	S18C5220
S18C10	S18C51680
S18C10	S18C83403
S18C10	S18C11975
S18C10	S18C26250
S18C10	S18C36930
S18C10	S18C36311
S18C10	S18C7366
S18C10	S18C73405
S18C10	S18C63714
S18C10	S18C30280
S18C10	S18C18343
S18C10	S18C40652
S18C10	S18C19466
S18C10	S18C5861
S18C10	S18C83128
S18C10	S18C28003
S18C10	S18C82932
S18C10	S18C70874
S18C10	S18C45612
S18C10	S18C75475
S18C10	S18C74575
S18C10	S18C25586
S18C10	S18C12050
S18C10	S18C82212
S18C10	S18C84359
S18C10	S18C30084
S18C10	S18C29897
S18C10	S18C74237
S18C10	S18C71311
S18C10	S18C42657
S18C10	S18C79763
S18C10	S18C14395
S18C10	S18C80262
S18C10	S18C10421
S18C10	S18C8973
S18C10	S18C36025
S18C10	S18C40898
S18C10	S18C21800
S18C10	S18C30525
S18C10	S18C2557
S18C10	S18C42929
S18C10	S18C12250
S18C10	S18C1781
S18C10	S18C17272
S18C10	S18C10839
S18C10	S18C25151
S18C10	S18C38177
S18C10	S18C62059
S18C10	S18C49200
S18C10	S18C56614
S18C10	S18C67500
S18C10	S18C72311
S18C10	S18C51449
S18C10	S18C38598
S18C10	S18C51355
S18C10	S18C71511
S18C10	S18C75343
S18C10	S18C3200
S18C10	S18C27373
S18C10	S18C41518
S18C10	S18C59209
S18C10	S18C36096
S18C10	S18C60954
S18C10	S18C68063
S18C10	S18C50061
S18C10	S18C64828
S18C10	S18C28812
S18C10	S18C32793
S18C10	S18C73047
S18C10	S18C81328
S18C10	S18C76439
S18C10	S18C5830
S18C10	S18C66409
S18C10	S18C50175
S18C10	S18C32140
S18C10	S18C53455
S18C10	S18C81100
S18C10	S18C4144
S18C10	S18C5024
S18C10	S18C3468
S18C10	S18C58900
S18C10	S18C11600
S18C10	S18C57977
S18C10	S18C68884
S18C10	S18C84421
S18C10	S18C48822
S18C10	S18C75704
S18C10	S18C61060
S18C10	S18C79036
S18C10	S18C29094
S18C10	S18C61947
S18C10	S18C63175
S18C10	S18C17964
S18C10	S18C16345
S18C10	S18C8143
S18C10	S18C63894
S18C10	S18C28909
S18C10	S18C23526
S18C10	S18C41382
S18C10	S18C22987
S18C10	S18C65271
S18C10	S18C32034
S18C10	S18C39033
S18C10	S18C28270
S18C10	S18C2274
S18C10	S18C52793
S18C10	S18C49121
S18C10	S18C69647
S18C10	S18C69505
S18C10	S18C68701
S18C10	S18C32603
S18C10	S18C18935
S18C10	S18C12111
S18C10	S18C52127
S18C10	S18C78183
S18C10	S18C62372
S18C10	S18C37408
S18C10	S18C21738
S18C10	S18C35066
S18C10	S18C22485
S18C10	S18C79544
S18C10	S18C71188
S18C10	S18C84351
S18C10	S18C34916
S18C10	S18C55753
S18C10	S18C51523
S18C10	S18C50287
S18C10	S18C42323
S18C10	S18C40762
S18C10	S18C20366
S18C10	S18C13795
S18C10	S18C44998
S18C10	S18C38633
S18C10	S18C50239
S18C10	S18C73254
S18C10	S18C53633
S18C10	S18C21759
S18C10	S18C29510
S18C10	S18C81018
S18C10	S18C24852
S18C10	S18C19346
S18C10	S18C71899
S18C10	S18C53949
S18C10	S18C60202
S18C10	S18C21046
S18C10	S18C61238
S18C10	S18C23045
S18C10	S18C71214
S18C10	S18C22768
S18C10	S18C47243
S18C10	S18C76356
S18C10	S18C85735
S18C10	S18C37043
S18C10	S18C48079
S18C10	S18C43379
S18C10	S18C74897
S18C10	S18C727
S18C10	S18C52687
S18C10	S18C1182
S18C10	S18C6804
S18C10	S18C19018
S18C10	S18C41283
S18C10	S18C10110
S18C10	S18C28919
S18C10	S18C78098
S18C10	S18C45505
S18C10	S18C41894
S18C10	S18C61581
S18C10	S18C82893
S18C10	S18C57644
S18C10	S18C31682
S18C10	S18C20803
S18C10	S18C16597
S18C10	S18C10431
S18C10	S18C82828
S18C10	S18C34530
S18C10	S18C36103
S18C10	S18C80891
S18C10	S18C12367
S18C10	S18C26969
S18C10	S18C22856
S18C10	S18C43921
S18C10	S18C22407
S18C10	S18C56344
S18C10	S18C65802
S18C10	S18C60387
S18C10	S18C62626
S18C10	S18C78148
S18C10	S18C82878
S18C10	S18C34044
S18C10	S18C33131
S18C10	S18C30968
S18C10	S18C48151
S18C10	S18C48100
S18C10	S18C75340
S18C10	S18C49364
S18C10	S18C56131
S18C10	S18C57876
S18C10	S18C24412
S18C10	S18C73245
S18C10	S18C65039
S18C10	S18C58461
S18C10	S18C62038
S18C10	S18C65172
S18C10	S18C19907
S18C10	S18C36353
S18C10	S18C34732
S18C10	S18C66049
S18C10	S18C61525
S18C10	S18C40628
S18C10	S18C6152
S8C10	S8C227037
S8C10	S8C152519
S8C10	S8C49720
S8C10	S8C33702
S8C10	S8C66493
S8C10	S8C138615
S8C10	S8C156294
S8C10	S8C203856
S8C10	S8C164125
S8C10	S8C26146
S8C10	S8C73692
S8C10	S8C61956
S8C10	S8C114982
S8C10	S8C108889
S8C10	S8C169177
S8C10	S8C136749
S8C10	S8C91080
S8C10	S8C131160
S8C10	S8C130328
S8C10	S8C227065
S8C10	S8C201433
S8C10	S8C123858
S8C10	S8C115033
S8C10	S8C23119
S8C10	S8C29683
S8C10	S8C72218
S8C10	S8C148369
S8C10	S8C162738
S8C10	S8C62325
S8C10	S8C78708
S8C10	S8C17782
S8C10	S8C211530
S8C10	S8C84725
S8C10	S8C176117
S8C10	S8C139576
S8C10	S8C192963
S8C10	S8C101113
S8C10	S8C61180
S8C10	S8C142352
S8C10	S8C5548
S8C10	S8C180050
S8C10	S8C130018
S8C10	S8C169442
S8C10	S8C73813
S8C10	S8C191120
S8C10	S8C26570
S8C10	S8C140132
S8C10	S8C39496
S8C10	S8C10176
S8C10	S8C33387
S8C10	S8C195814
S8C10	S8C126751
S8C10	S8C227210
S8C10	S8C38054
S8C10	S8C132142
S8C10	S8C180541
S8C10	S8C102649
S8C10	S8C79688
S8C10	S8C163188
S8C10	S8C43095
S8C10	S8C160063
S8C10	S8C69670
S8C10	S8C68786
S8C10	S8C2773
S8C10	S8C135356
S8C10	S8C55093
S8C10	S8C191749
S8C10	S8C12778
S8C10	S8C177686
S8C10	S8C5086
S8C10	S8C151219
S8C10	S8C202611
S8C10	S8C173603
S8C10	S8C199698
S8C10	S8C211357
S8C10	S8C33182
S8C10	S8C107035
S8C10	S8C218619
S8C10	S8C91675
S8C10	S8C106123
S8C10	S8C85228
S8C10	S8C19141
S8C10	S8C142885
S8C10	S8C9798
S8C10	S8C155940
S8C10	S8C98150
S8C10	S8C205063
S8C10	S8C151640
S8C10	S8C177155
S8C10	S8C32533
S8C10	S8C38135
S8C10	S8C106331
S8C10	S8C149886
S8C10	S8C163910
S8C10	S8C1804
S8C10	S8C203695
S8C10	S8C145763
S8C10	S8C118300
S8C10	S8C208342
S8C10	S8C82186
S8C10	S8C205789
S8C10	S8C169439
S8C10	S8C88098
S8C10	S8C221081
S8C10	S8C75779
S8C10	S8C42707
S8C10	S8C108029
S8C10	S8C36860
S8C10	S8C206644
S8C10	S8C35084
S8C10	S8C39755
S8C10	S8C116352
S8C10	S8C59255
S8C10	S8C37463
S8C10	S8C204229
S8C10	S8C182468
S8C10	S8C133166
S8C10	S8C142965
S8C10	S8C70477
S8C10	S8C201081
S8C10	S8C129555
S8C10	S8C25147
S8C10	S8C110723
S8C10	S8C97091
S8C10	S8C46459
S8C10	S8C185410
